Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Revenue_USD,Delay_Minutes,,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption_Liters,CO2_Emissions_kg,Customer_Rating,Customer_Feedback
PK2026_0152,01-05-2026,May,Friday,Dubai,Lahore,International,Airbus A320,166,95,180,52.78,401,38095,100,,Moderate,Delayed,Clear,12096,30240,2.6,Good experience
PK2026_0153,28-12-2026,December,Monday,Dubai,Lahore,International,Boeing 737,413,105,160,65.62,897,94185,64,,Moderate,Delayed,Clear,13254,33135,3.1,Very smooth journey
PK2026_0154,08-12-2026,December,Tuesday,Islamabad,Doha,International,Boeing 777,259,316,350,90.29,370,116920,35,,Moderate,Delayed,Clear,14023,35057.5,4.7,Delayed but comfortable
PK2026_0155,23-05-2026,May,Saturday,Kuala Lumpur,Dubai,International,Boeing 777,446,206,350,58.86,974,200644,179,,Severe,Delayed,Fog,12529,31322.5,4.4,Excellent service
PK2026_0156,09-01-2026,January,Friday,London,Karachi,International,Airbus A320,70,133,180,73.89,426,56658,172,,Severe,Delayed,Rain,14517,36292.5,3,Good experience
PK2026_0157,21-07-2026,July,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 777,470,229,350,65.43,1070,245030,210,,Severe,Delayed,Fog,3276,8190,2.6,Delayed but comfortable
PK2026_0158,11-10-2026,October,Sunday,Dubai,Doha,International,ATR 72,86,47,70,67.14,1158,54426,71,,Moderate,Delayed,Fog,18460,46150,3.6,Very smooth journey
PK2026_0159,08-01-2026,January,Thursday,Doha,Karachi,International,Boeing 737,400,105,160,65.62,319,33495,174,,Severe,Delayed,Fog,12262,30655,2.6,Average flight
PK2026_0160,05-01-2026,January,Monday,Jeddah,Islamabad,International,Airbus A320,109,163,180,90.56,235,38305,107,,Moderate,Delayed,Storm,13888,34720,3.3,Poor service
PK2026_0161,29-06-2026,June,Monday,Lahore,Jeddah,International,Airbus A320,348,145,180,80.56,230,33350,237,,Severe,Delayed,Fog,14788,36970,3.8,Delayed but comfortable
PK2026_0162,12-04-2026,April,Sunday,Kuala Lumpur,London,International,ATR 72,134,65,70,92.86,228,14820,69,,Moderate,Delayed,Rain,17982,44955,3.1,Poor service
PK2026_0163,16-08-2026,August,Sunday,Islamabad,Kuala Lumpur,International,Boeing 737,323,128,160,80,1336,171008,208,,Severe,Delayed,Storm,12732,31830,3.3,Average flight
PK2026_0164,23-11-2026,November,Monday,Lahore,Karachi,Domestic,Boeing 777,382,317,350,90.57,1495,473915,95,,Moderate,Delayed,Storm,15088,37720,4.4,Good experience
PK2026_0165,23-03-2026,March,Monday,Karachi,London,International,Airbus A320,431,159,180,88.33,1083,172197,192,,Severe,Delayed,Rain,8549,21372.5,4.5,Average flight
PK2026_0166,11-04-2026,April,Saturday,Kuala Lumpur,Doha,International,Airbus A320,247,114,180,63.33,653,74442,56,,Moderate,Delayed,Storm,10799,26997.5,3.8,Poor service
PK2026_0167,14-09-2026,September,Monday,Dubai,Lahore,International,Airbus A320,245,99,180,55,1196,118404,87,,Moderate,Delayed,Clear,19411,48527.5,4.2,Average flight
PK2026_0168,08-04-2026,April,Wednesday,Dubai,Jeddah,International,Airbus A320,239,168,180,93.33,1197,201096,40,,Moderate,Delayed,Clear,17682,44205,2.6,Average flight
PK2026_0169,08-09-2026,September,Tuesday,Kuala Lumpur,Doha,International,Boeing 777,117,214,350,61.14,1304,279056,188,,Severe,Delayed,Fog,15970,39925,3.5,Delayed but comfortable
PK2026_0170,13-02-2026,February,Friday,Lahore,London,International,ATR 72,243,35,70,50,984,34440,52,,Moderate,Delayed,Storm,15438,38595,4.3,Poor service
PK2026_0171,18-08-2026,August,Tuesday,Jeddah,Dubai,International,Airbus A320,441,126,180,70,287,36162,189,,Severe,Delayed,Fog,13027,32567.5,3.3,Delayed but comfortable
PK2026_0172,29-06-2026,June,Monday,Jeddah,Islamabad,International,Airbus A320,384,150,180,83.33,318,47700,164,,Severe,Delayed,Fog,17413,43532.5,3.5,Delayed but comfortable
PK2026_0173,22-11-2026,November,Sunday,Islamabad,Karachi,Domestic,ATR 72,473,55,70,78.57,929,51095,207,,Severe,Delayed,Clear,12727,31817.5,4.4,Average flight
PK2026_0174,25-03-2026,March,Wednesday,Dubai,Doha,International,ATR 72,362,46,70,65.71,807,37122,141,,Severe,Delayed,Clear,5011,12527.5,4.4,Average flight
PK2026_0175,25-03-2026,March,Wednesday,Karachi,London,International,Airbus A320,443,119,180,66.11,1218,144942,125,,Severe,Delayed,Clear,11771,29427.5,2.7,Delayed but comfortable
PK2026_0176,23-07-2026,July,Thursday,Doha,Jeddah,International,Boeing 737,384,140,160,87.5,138,19320,16,,Minor,Delayed,Fog,6013,15032.5,2.9,Excellent service
PK2026_0177,25-06-2026,June,Thursday,London,Lahore,International,Boeing 777,239,229,350,65.43,893,204497,8,,Minor,On Time,Storm,8441,21102.5,4.3,Average flight
PK2026_0178,19-10-2026,October,Monday,Lahore,London,International,Boeing 777,138,230,350,65.71,1246,286580,4,,Minor,On Time,Storm,6070,15175,4.4,Very smooth journey
PK2026_0179,13-01-2026,January,Tuesday,Kuala Lumpur,London,International,Boeing 737,233,128,160,80,808,103424,190,,Severe,Delayed,Rain,3778,9445,2.8,Good experience
PK2026_0180,19-01-2026,January,Monday,Islamabad,Karachi,Domestic,Boeing 777,123,300,350,85.71,426,127800,143,,Severe,Delayed,Rain,5470,13675,4.3,Good experience
PK2026_0181,16-10-2026,October,Friday,Lahore,Dubai,International,Airbus A320,374,156,180,86.67,213,33228,234,,Severe,Delayed,Fog,8547,21367.5,3.4,Average flight
PK2026_0182,31-03-2026,March,Tuesday,Karachi,Jeddah,International,Airbus A320,347,115,180,63.89,1364,156860,149,,Severe,Delayed,Storm,11395,28487.5,2.7,Average flight
PK2026_0183,11-08-2026,August,Tuesday,Jeddah,Islamabad,International,Airbus A320,418,124,180,68.89,1337,165788,167,,Severe,Delayed,Storm,19104,47760,3.3,Poor service
PK2026_0184,11-08-2026,August,Tuesday,Doha,Jeddah,International,ATR 72,411,66,70,94.29,726,47916,78,,Moderate,Delayed,Clear,13128,32820,4.9,Average flight
PK2026_0185,06-06-2026,June,Saturday,Jeddah,Islamabad,International,Airbus A320,179,164,180,91.11,977,160228,39,,Moderate,Delayed,Fog,10987,27467.5,3.6,Delayed but comfortable
PK2026_0186,13-04-2026,April,Monday,Islamabad,Dubai,International,ATR 72,372,54,70,77.14,1270,68580,171,,Severe,Delayed,Fog,16082,40205,3,Good experience
PK2026_0187,03-09-2026,September,Thursday,Jeddah,Karachi,International,Boeing 777,346,281,350,80.29,508,142748,217,,Severe,Delayed,Rain,14980,37450,3.1,Excellent service
PK2026_0188,28-11-2026,November,Saturday,Karachi,Dubai,International,Boeing 737,278,90,160,56.25,1351,121590,3,,Minor,On Time,Storm,14073,35182.5,4.2,Poor service
PK2026_0189,23-12-2026,December,Wednesday,Jeddah,Lahore,International,Boeing 737,416,96,160,60,513,49248,77,,Moderate,Delayed,Clear,15311,38277.5,3.7,Excellent service
PK2026_0190,06-01-2026,January,Tuesday,Jeddah,Lahore,International,Boeing 737,406,109,160,68.12,1083,118047,178,,Severe,Delayed,Fog,8923,22307.5,2.6,Good experience
PK2026_0191,07-11-2026,November,Saturday,Karachi,London,International,ATR 72,167,58,70,82.86,311,18038,166,,Severe,Delayed,Clear,16174,40435,3.5,Poor service
PK2026_0192,14-03-2026,March,Saturday,Jeddah,Karachi,International,Boeing 737,463,154,160,96.25,1463,225302,116,,Moderate,Delayed,Rain,8592,21480,2.8,Delayed but comfortable
PK2026_0193,25-07-2026,July,Saturday,Karachi,Dubai,International,Boeing 737,322,122,160,76.25,901,109922,0,,No Delay,On Time,Clear,6854,17135,2.6,Excellent service
PK2026_0194,21-04-2026,April,Tuesday,London,Kuala Lumpur,International,Boeing 737,192,145,160,90.62,630,91350,131,,Severe,Delayed,Rain,14934,37335,3.4,Good experience
PK2026_0195,26-03-2026,March,Thursday,Lahore,Islamabad,Domestic,Airbus A320,66,177,180,98.33,831,147087,237,,Severe,Delayed,Fog,13649,34122.5,4.4,Average flight
PK2026_0196,14-04-2026,April,Tuesday,Karachi,London,International,ATR 72,235,36,70,51.43,863,31068,201,,Severe,Delayed,Fog,12396,30990,4.2,Poor service
PK2026_0197,14-05-2026,May,Thursday,Kuala Lumpur,Islamabad,International,ATR 72,85,47,70,67.14,1013,47611,238,,Severe,Delayed,Clear,9293,23232.5,5,Average flight
PK2026_0198,18-07-2026,July,Saturday,London,Dubai,International,Boeing 777,61,240,350,68.57,1378,330720,237,,Severe,Delayed,Storm,7585,18962.5,4.8,Poor service
PK2026_0199,14-01-2026,January,Wednesday,Jeddah,Karachi,International,Airbus A320,476,94,180,52.22,437,41078,24,,Minor,Delayed,Clear,13752,34380,4.8,Excellent service
PK2026_0200,16-05-2026,May,Saturday,Karachi,London,International,Boeing 737,264,90,160,56.25,1017,91530,221,,Severe,Delayed,Rain,13309,33272.5,3.1,Very smooth journey
PK2026_0201,24-09-2026,September,Thursday,Dubai,Doha,International,ATR 72,400,55,70,78.57,461,25355,135,,Severe,Delayed,Storm,7749,19372.5,4,Delayed but comfortable
PK2026_0202,07-12-2026,December,Monday,Kuala Lumpur,Karachi,International,Boeing 777,104,178,350,50.86,650,115700,83,,Moderate,Delayed,Clear,19634,49085,3.2,Delayed but comfortable
PK2026_0203,06-06-2026,June,Saturday,Lahore,Dubai,International,ATR 72,445,63,70,90,357,22491,79,,Moderate,Delayed,Clear,4317,10792.5,4.4,Good experience
PK2026_0204,07-10-2026,October,Wednesday,Karachi,London,International,ATR 72,232,55,70,78.57,480,26400,66,,Moderate,Delayed,Clear,7204,18010,4.4,Excellent service
PK2026_0205,19-10-2026,October,Monday,Islamabad,Karachi,Domestic,Boeing 777,435,345,350,98.57,1427,492315,237,,Severe,Delayed,Storm,4251,10627.5,3.5,Delayed but comfortable
PK2026_0206,01-08-2026,August,Saturday,Islamabad,Lahore,Domestic,Airbus A320,419,112,180,62.22,1143,128016,116,,Moderate,Delayed,Clear,6786,16965,3.2,Average flight
PK2026_0207,12-01-2026,January,Monday,Lahore,Dubai,International,Boeing 777,377,280,350,80,428,119840,24,,Minor,Delayed,Storm,14345,35862.5,3.2,Average flight
PK2026_0208,20-04-2026,April,Monday,Kuala Lumpur,Lahore,International,Airbus A320,296,134,180,74.44,1411,189074,9,,Minor,On Time,Clear,12928,32320,3.8,Very smooth journey
PK2026_0209,16-11-2026,November,Monday,Islamabad,Jeddah,International,Boeing 777,287,198,350,56.57,1461,289278,26,,Minor,Delayed,Rain,10795,26987.5,3.5,Delayed but comfortable
PK2026_0210,06-11-2026,November,Friday,Kuala Lumpur,Doha,International,Boeing 777,239,258,350,73.71,1338,345204,113,,Moderate,Delayed,Clear,9493,23732.5,4.1,Very smooth journey
PK2026_0211,19-10-2026,October,Monday,Islamabad,Lahore,Domestic,Boeing 777,399,178,350,50.86,707,125846,173,,Severe,Delayed,Rain,11586,28965,2.6,Very smooth journey
PK2026_0212,28-10-2026,October,Wednesday,Doha,Lahore,International,Boeing 737,320,149,160,93.12,926,137974,72,,Moderate,Delayed,Storm,9704,24260,3.6,Good experience
PK2026_0213,31-12-2026,December,Thursday,London,Islamabad,International,Boeing 737,417,135,160,84.38,508,68580,207,,Severe,Delayed,Clear,10079,25197.5,2.5,Delayed but comfortable
PK2026_0214,16-03-2026,March,Monday,Islamabad,Jeddah,International,Airbus A320,319,98,180,54.44,1075,105350,226,,Severe,Delayed,Clear,7444,18610,4.2,Average flight
PK2026_0215,24-06-2026,June,Wednesday,Doha,Lahore,International,Airbus A320,245,174,180,96.67,907,157818,138,,Severe,Delayed,Clear,11591,28977.5,3.7,Average flight
PK2026_0216,15-06-2026,June,Monday,Kuala Lumpur,Dubai,International,Airbus A320,130,130,180,72.22,828,107640,59,,Moderate,Delayed,Storm,3066,7665,4.8,Very smooth journey
PK2026_0217,13-02-2026,February,Friday,Doha,Karachi,International,Boeing 737,67,92,160,57.5,239,21988,202,,Severe,Delayed,Rain,12267,30667.5,3.4,Very smooth journey
PK2026_0218,26-01-2026,January,Monday,Doha,Kuala Lumpur,International,ATR 72,437,55,70,78.57,1024,56320,153,,Severe,Delayed,Clear,16465,41162.5,4.2,Delayed but comfortable
PK2026_0219,28-12-2026,December,Monday,Dubai,Islamabad,International,ATR 72,169,61,70,87.14,874,53314,235,,Severe,Delayed,Rain,7149,17872.5,3.9,Very smooth journey
PK2026_0220,27-06-2026,June,Saturday,Dubai,Jeddah,International,Boeing 737,93,145,160,90.62,1119,162255,57,,Moderate,Delayed,Storm,4031,10077.5,3,Average flight
PK2026_0221,09-01-2026,January,Friday,Dubai,Lahore,International,Airbus A320,364,173,180,96.11,1371,237183,47,,Moderate,Delayed,Rain,17526,43815,4.5,Average flight
PK2026_0222,10-06-2026,June,Wednesday,London,Islamabad,International,ATR 72,372,61,70,87.14,576,35136,35,,Moderate,Delayed,Rain,7510,18775,3,Delayed but comfortable
PK2026_0223,22-12-2026,December,Tuesday,Dubai,Doha,International,Airbus A320,329,159,180,88.33,1146,182214,117,,Moderate,Delayed,Storm,3272,8180,3.8,Average flight
PK2026_0224,10-05-2026,May,Sunday,Doha,Dubai,International,Boeing 737,365,89,160,55.62,574,51086,214,,Severe,Delayed,Fog,10816,27040,3.2,Poor service
PK2026_0225,03-01-2026,January,Saturday,Doha,Islamabad,International,ATR 72,135,65,70,92.86,1062,69030,201,,Severe,Delayed,Storm,4782,11955,4,Very smooth journey
PK2026_0226,06-09-2026,September,Sunday,Dubai,London,International,Boeing 777,192,327,350,93.43,940,307380,109,,Moderate,Delayed,Fog,18745,46862.5,2.9,Excellent service
PK2026_0227,11-09-2026,September,Friday,Dubai,Islamabad,International,ATR 72,314,57,70,81.43,120,6840,55,,Moderate,Delayed,Fog,4753,11882.5,2.8,Poor service
PK2026_0228,04-04-2026,April,Saturday,Islamabad,Doha,International,Boeing 737,358,125,160,78.12,463,57875,56,,Moderate,Delayed,Clear,17078,42695,3.1,Delayed but comfortable
PK2026_0229,10-12-2026,December,Thursday,Jeddah,London,International,Boeing 777,462,209,350,59.71,261,54549,237,,Severe,Delayed,Rain,5980,14950,4.6,Delayed but comfortable
PK2026_0230,01-11-2026,November,Sunday,Dubai,Lahore,International,ATR 72,270,63,70,90,1468,92484,64,,Moderate,Delayed,Storm,13607,34017.5,2.8,Average flight
PK2026_0231,12-02-2026,February,Thursday,Karachi,Jeddah,International,ATR 72,394,55,70,78.57,374,20570,145,,Severe,Delayed,Rain,8284,20710,3.1,Very smooth journey
PK2026_0232,02-01-2026,January,Friday,Lahore,Doha,International,Boeing 777,331,291,350,83.14,1442,419622,141,,Severe,Delayed,Rain,3168,7920,4.1,Good experience
PK2026_0233,07-03-2026,March,Saturday,Lahore,London,International,ATR 72,317,63,70,90,1167,73521,211,,Severe,Delayed,Rain,8045,20112.5,3.8,Delayed but comfortable
PK2026_0234,26-06-2026,June,Friday,Karachi,Lahore,Domestic,Boeing 737,327,117,160,73.12,723,84591,161,,Severe,Delayed,Rain,11994,29985,2.6,Excellent service
PK2026_0235,10-04-2026,April,Friday,Lahore,Karachi,Domestic,Boeing 777,360,183,350,52.29,396,72468,239,,Severe,Delayed,Storm,11505,28762.5,2.7,Excellent service
PK2026_0236,17-11-2026,November,Tuesday,Islamabad,Kuala Lumpur,International,Airbus A320,131,139,180,77.22,1222,169858,107,,Moderate,Delayed,Fog,12464,31160,4.1,Average flight
PK2026_0237,28-10-2026,October,Wednesday,London,Jeddah,International,ATR 72,81,41,70,58.57,653,26773,136,,Severe,Delayed,Fog,16466,41165,3.4,Poor service
PK2026_0238,21-12-2026,December,Monday,Dubai,London,International,Boeing 777,365,221,350,63.14,1105,244205,118,,Moderate,Delayed,Clear,5583,13957.5,3.8,Very smooth journey
PK2026_0239,20-07-2026,July,Monday,Kuala Lumpur,Doha,International,Boeing 777,102,251,350,71.71,727,182477,202,,Severe,Delayed,Rain,9530,23825,3.7,Average flight
PK2026_0240,18-04-2026,April,Saturday,Kuala Lumpur,Islamabad,International,Boeing 737,147,82,160,51.25,984,80688,190,,Severe,Delayed,Clear,17679,44197.5,2.9,Excellent service
PK2026_0241,05-01-2026,January,Monday,Doha,Dubai,International,Boeing 777,330,212,350,60.57,515,109180,41,,Moderate,Delayed,Storm,13914,34785,4.2,Very smooth journey
PK2026_0242,25-01-2026,January,Sunday,Dubai,Lahore,International,Airbus A320,401,175,180,97.22,1082,189350,224,,Severe,Delayed,Clear,19591,48977.5,2.9,Excellent service
PK2026_0243,30-06-2026,June,Tuesday,Islamabad,Dubai,International,ATR 72,100,56,70,80,338,18928,31,,Moderate,Delayed,Fog,5050,12625,3.7,Excellent service
PK2026_0244,23-09-2026,September,Wednesday,Jeddah,Lahore,International,Boeing 777,200,179,350,51.14,670,119930,104,,Moderate,Delayed,Fog,4149,10372.5,4.3,Excellent service
PK2026_0245,24-07-2026,July,Friday,Karachi,Islamabad,Domestic,Airbus A320,286,110,180,61.11,452,49720,152,,Severe,Delayed,Clear,6986,17465,3.2,Poor service
PK2026_0246,06-06-2026,June,Saturday,Kuala Lumpur,Islamabad,International,ATR 72,186,40,70,57.14,1119,44760,183,,Severe,Delayed,Fog,4526,11315,2.7,Poor service
PK2026_0247,09-01-2026,January,Friday,London,Dubai,International,Boeing 777,145,192,350,54.86,966,185472,194,,Severe,Delayed,Storm,18295,45737.5,2.9,Excellent service
PK2026_0248,04-01-2026,January,Sunday,Lahore,Doha,International,Airbus A320,409,145,180,80.56,1333,193285,182,,Severe,Delayed,Fog,12338,30845,2.7,Average flight
PK2026_0249,08-12-2026,December,Tuesday,Jeddah,Doha,International,Airbus A320,477,121,180,67.22,1066,128986,37,,Moderate,Delayed,Clear,18565,46412.5,2.7,Average flight
PK2026_0250,02-03-2026,March,Monday,Dubai,London,International,Boeing 777,355,317,350,90.57,474,150258,170,,Severe,Delayed,Fog,8135,20337.5,4.9,Excellent service
PK2026_0251,03-06-2026,June,Wednesday,Doha,Lahore,International,Boeing 777,183,318,350,90.86,983,312594,229,,Severe,Delayed,Clear,9591,23977.5,3.4,Delayed but comfortable
PK2026_0252,29-12-2026,December,Tuesday,Islamabad,Jeddah,International,Boeing 777,186,278,350,79.43,1338,371964,215,,Severe,Delayed,Storm,10986,27465,3.2,Poor service
PK2026_0253,03-07-2026,July,Friday,Dubai,Kuala Lumpur,International,ATR 72,298,36,70,51.43,1311,47196,130,,Severe,Delayed,Rain,13273,33182.5,4.7,Delayed but comfortable
PK2026_0254,26-11-2026,November,Thursday,Jeddah,Lahore,International,Boeing 737,279,148,160,92.5,1200,177600,6,,Minor,On Time,Rain,18184,45460,2.5,Good experience
PK2026_0255,21-11-2026,November,Saturday,Kuala Lumpur,Lahore,International,Boeing 737,60,100,160,62.5,465,46500,188,,Severe,Delayed,Fog,11920,29800,4,Good experience
PK2026_0256,09-08-2026,August,Sunday,Lahore,Doha,International,Airbus A320,321,171,180,95,515,88065,14,,Minor,On Time,Clear,10036,25090,3.9,Excellent service
PK2026_0257,23-11-2026,November,Monday,Kuala Lumpur,Lahore,International,Airbus A320,82,102,180,56.67,463,47226,115,,Moderate,Delayed,Fog,14941,37352.5,3.2,Excellent service
PK2026_0258,21-08-2026,August,Friday,Karachi,Lahore,Domestic,Boeing 777,468,326,350,93.14,1282,417932,28,,Minor,Delayed,Rain,7997,19992.5,3.8,Delayed but comfortable
PK2026_0259,19-08-2026,August,Wednesday,Jeddah,Lahore,International,Boeing 737,194,128,160,80,1147,146816,237,,Severe,Delayed,Fog,13092,32730,3,Poor service
PK2026_0260,01-05-2026,May,Friday,Islamabad,London,International,Boeing 777,114,212,350,60.57,1423,301676,175,,Severe,Delayed,Clear,12158,30395,2.6,Average flight
PK2026_0261,23-04-2026,April,Thursday,Doha,London,International,ATR 72,461,63,70,90,222,13986,147,,Severe,Delayed,Clear,5791,14477.5,3.9,Average flight
PK2026_0262,08-06-2026,June,Monday,Islamabad,Karachi,Domestic,Boeing 777,368,191,350,54.57,160,30560,214,,Severe,Delayed,Clear,14908,37270,3.6,Very smooth journey
PK2026_0263,15-05-2026,May,Friday,Islamabad,Dubai,International,Boeing 737,439,150,160,93.75,586,87900,16,,Minor,Delayed,Clear,15351,38377.5,4.1,Delayed but comfortable
PK2026_0264,12-07-2026,July,Sunday,Lahore,Karachi,Domestic,Boeing 737,416,99,160,61.88,536,53064,235,,Severe,Delayed,Clear,9933,24832.5,3.6,Very smooth journey
PK2026_0265,15-04-2026,April,Wednesday,London,Islamabad,International,Airbus A320,210,134,180,74.44,979,131186,65,,Moderate,Delayed,Clear,17232,43080,3.8,Poor service
PK2026_0266,18-06-2026,June,Thursday,Jeddah,Kuala Lumpur,International,Boeing 737,133,158,160,98.75,830,131140,13,,Minor,On Time,Storm,12025,30062.5,3.7,Good experience
PK2026_0267,01-12-2026,December,Tuesday,Karachi,Doha,International,Boeing 737,345,144,160,90,816,117504,40,,Moderate,Delayed,Clear,6217,15542.5,3.3,Excellent service
PK2026_0268,21-03-2026,March,Saturday,Lahore,Doha,International,Airbus A320,131,99,180,55,792,78408,149,,Severe,Delayed,Fog,8037,20092.5,3.8,Very smooth journey
PK2026_0269,04-10-2026,October,Sunday,Kuala Lumpur,Doha,International,ATR 72,265,54,70,77.14,912,49248,175,,Severe,Delayed,Clear,10029,25072.5,4.4,Good experience
PK2026_0270,26-11-2026,November,Thursday,London,Islamabad,International,Boeing 777,224,350,350,100,979,342650,35,,Moderate,Delayed,Rain,11488,28720,2.8,Excellent service
PK2026_0271,06-08-2026,August,Thursday,Lahore,Karachi,Domestic,ATR 72,466,36,70,51.43,493,17748,134,,Severe,Delayed,Fog,18980,47450,3.1,Average flight
PK2026_0272,20-09-2026,September,Sunday,Dubai,Doha,International,ATR 72,152,38,70,54.29,1224,46512,147,,Severe,Delayed,Fog,17836,44590,3.9,Average flight
PK2026_0273,20-07-2026,July,Monday,Lahore,Dubai,International,Boeing 737,286,134,160,83.75,273,36582,20,,Minor,Delayed,Clear,13918,34795,2.5,Good experience
PK2026_0274,12-11-2026,November,Thursday,Dubai,Doha,International,Boeing 777,99,339,350,96.86,145,49155,129,,Severe,Delayed,Rain,6000,15000,4.3,Good experience
PK2026_0275,12-02-2026,February,Thursday,Jeddah,Lahore,International,ATR 72,427,52,70,74.29,773,40196,213,,Severe,Delayed,Rain,9385,23462.5,4.9,Excellent service
PK2026_0276,05-05-2026,May,Tuesday,Islamabad,Jeddah,International,Boeing 737,164,139,160,86.88,692,96188,225,,Severe,Delayed,Clear,17565,43912.5,3.2,Very smooth journey
PK2026_0277,13-10-2026,October,Tuesday,Jeddah,London,International,Boeing 777,165,319,350,91.14,657,209583,6,,Minor,On Time,Storm,18318,45795,4.3,Excellent service
PK2026_0278,26-08-2026,August,Wednesday,London,Islamabad,International,Boeing 777,363,230,350,65.71,600,138000,77,,Moderate,Delayed,Storm,11429,28572.5,3.9,Average flight
PK2026_0279,23-09-2026,September,Wednesday,Jeddah,Doha,International,Boeing 777,379,197,350,56.29,962,189514,120,,Moderate,Delayed,Clear,7256,18140,4,Delayed but comfortable
PK2026_0280,30-01-2026,January,Friday,Islamabad,Karachi,Domestic,ATR 72,411,54,70,77.14,1065,57510,62,,Moderate,Delayed,Clear,14773,36932.5,3.8,Good experience
PK2026_0281,28-12-2026,December,Monday,Karachi,London,International,Boeing 737,92,102,160,63.75,1164,118728,240,,Severe,Delayed,Rain,10648,26620,4,Very smooth journey
PK2026_0282,04-08-2026,August,Tuesday,Dubai,Kuala Lumpur,International,Boeing 737,86,150,160,93.75,443,66450,195,,Severe,Delayed,Fog,5055,12637.5,3,Good experience
PK2026_0283,10-01-2026,January,Saturday,Islamabad,Jeddah,International,Airbus A320,374,128,180,71.11,718,91904,62,,Moderate,Delayed,Fog,10199,25497.5,5,Very smooth journey
PK2026_0284,27-07-2026,July,Monday,Karachi,London,International,Boeing 737,111,131,160,81.88,969,126939,110,,Moderate,Delayed,Rain,19218,48045,4.8,Good experience
PK2026_0285,22-01-2026,January,Thursday,Lahore,Dubai,International,Boeing 737,345,151,160,94.38,179,27029,19,,Minor,Delayed,Fog,9003,22507.5,4.1,Average flight
PK2026_0286,05-05-2026,May,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 737,393,119,160,74.38,205,24395,228,,Severe,Delayed,Storm,6333,15832.5,3.7,Good experience
PK2026_0287,08-05-2026,May,Friday,Jeddah,Dubai,International,Boeing 737,188,99,160,61.88,1329,131571,64,,Moderate,Delayed,Clear,17407,43517.5,3,Delayed but comfortable
PK2026_0288,06-10-2026,October,Tuesday,Islamabad,Jeddah,International,Airbus A320,252,113,180,62.78,1000,113000,55,,Moderate,Delayed,Clear,9490,23725,4.4,Average flight
PK2026_0289,02-01-2026,January,Friday,Lahore,Karachi,Domestic,Boeing 777,231,308,350,88,990,304920,39,,Moderate,Delayed,Fog,17945,44862.5,4.1,Delayed but comfortable
PK2026_0290,08-11-2026,November,Sunday,Lahore,London,International,Boeing 777,72,327,350,93.43,170,55590,128,,Severe,Delayed,Storm,3630,9075,4.5,Average flight
PK2026_0291,03-09-2026,September,Thursday,Jeddah,Islamabad,International,Boeing 777,261,261,350,74.57,584,152424,217,,Severe,Delayed,Clear,18817,47042.5,3.3,Average flight
PK2026_0292,12-12-2026,December,Saturday,Karachi,Lahore,Domestic,ATR 72,335,53,70,75.71,611,32383,52,,Moderate,Delayed,Clear,10425,26062.5,3.8,Good experience
PK2026_0293,28-03-2026,March,Saturday,Karachi,Islamabad,Domestic,Boeing 737,227,153,160,95.62,499,76347,41,,Moderate,Delayed,Storm,19461,48652.5,3.4,Good experience
PK2026_0294,29-11-2026,November,Sunday,Dubai,Lahore,International,ATR 72,220,61,70,87.14,1041,63501,3,,Minor,On Time,Clear,13793,34482.5,3.4,Excellent service
PK2026_0295,27-12-2026,December,Sunday,Kuala Lumpur,London,International,Boeing 737,381,123,160,76.88,1242,152766,222,,Severe,Delayed,Clear,7621,19052.5,2.5,Delayed but comfortable
PK2026_0296,08-11-2026,November,Sunday,Islamabad,Doha,International,Airbus A320,242,174,180,96.67,378,65772,151,,Severe,Delayed,Clear,17966,44915,3.1,Very smooth journey
PK2026_0297,03-07-2026,July,Friday,London,Islamabad,International,Airbus A320,143,136,180,75.56,328,44608,229,,Severe,Delayed,Fog,5095,12737.5,4.2,Very smooth journey
PK2026_0298,21-12-2026,December,Monday,Islamabad,Kuala Lumpur,International,Boeing 777,367,290,350,82.86,1320,382800,9,,Minor,On Time,Clear,10465,26162.5,3.7,Good experience
PK2026_0299,14-12-2026,December,Monday,Jeddah,Islamabad,International,ATR 72,198,58,70,82.86,1358,78764,239,,Severe,Delayed,Clear,9725,24312.5,2.7,Good experience
PK2026_0300,02-11-2026,November,Monday,Doha,London,International,ATR 72,193,36,70,51.43,899,32364,33,,Moderate,Delayed,Clear,15817,39542.5,2.6,Delayed but comfortable
PK2026_0301,31-03-2026,March,Tuesday,Jeddah,Dubai,International,Airbus A320,429,165,180,91.67,1075,177375,225,,Severe,Delayed,Rain,19673,49182.5,4.1,Very smooth journey
PK2026_0302,15-04-2026,April,Wednesday,Lahore,Islamabad,Domestic,Airbus A320,226,99,180,55,1367,135333,3,,Minor,On Time,Rain,11510,28775,3.7,Average flight
PK2026_0303,31-08-2026,August,Monday,Lahore,Jeddah,International,ATR 72,400,36,70,51.43,1208,43488,144,,Severe,Delayed,Fog,17684,44210,2.5,Average flight
